dt,close
2010-01-04,62.81
2010-01-05,62.3
2010-01-06,61.46
2010-01-07,61.92
2010-01-08,61.85
2010-01-11,62.29
2010-01-12,62.63
2010-01-13,62.59
2010-01-14,62.62
2010-01-15,62.29
2010-01-19,63.49
2010-01-20,63.0
2010-01-21,63.2
2010-01-22,63.39
2010-01-25,63.07
2010-01-26,63.78
2010-01-27,63.72
2010-01-28,62.81
2010-01-29,62.39
2010-02-01,63.86
2010-02-02,64.02
2010-02-03,65.19
2010-02-04,64.04
2010-02-05,63.37
2010-02-08,62.93
2010-02-09,63.58
2010-02-10,63.22
2010-02-11,63.81
2010-02-12,63.59
2010-02-16,64.01
2010-02-17,64.25
2010-02-18,64.52
2010-02-19,64.71
2010-02-22,64.76
2010-02-23,64.83
2010-02-24,65.26
2010-02-25,64.37
2010-02-26,63.86
2010-03-01,63.94
2010-03-02,64.06
2010-03-03,63.61
2010-03-04,63.41
2010-03-05,63.67
2010-03-08,65.13
2010-03-09,65.09
2010-03-10,64.92
2010-03-11,65.18
2010-03-12,65.55
2010-03-15,65.91
2010-03-16,66.03
2010-03-17,66.39
2010-03-18,66.65
2010-03-19,66.49
2010-03-22,67.0229
2010-03-23,67.35
2010-03-24,66.82
2010-03-25,66.91
2010-03-26,67.26
2010-03-29,67.06
2010-03-30,67.21
2010-03-31,66.71
2010-04-01,67.59
2010-04-05,68.04
2010-04-06,67.8
2010-04-07,67.69
2010-04-08,68.76
2010-04-09,68.67
2010-04-12,68.52
2010-04-13,68.91
2010-04-14,69.39
2010-04-15,69.2
2010-04-16,69.02
2010-04-19,69.93
2010-04-20,70.36
2010-04-21,70.34
2010-04-22,71.04
2010-04-23,71.16
2010-04-26,71.02
2010-04-27,70.5
2010-04-28,70.33
2010-04-29,71.54
2010-04-30,70.59
2010-05-03,71.46
2010-05-04,70.64
2010-05-05,70.66
2010-05-06,69.3
2010-05-07,68.03
2010-05-10,70.61
2010-05-11,70.49
2010-05-12,70.68
2010-05-13,70.47
2010-05-14,69.64
2010-05-17,70.15
2010-05-18,70.02
2010-05-19,69.39
2010-05-20,67.65
2010-05-21,67.88
2010-05-24,67.67
2010-05-25,67.82
2010-05-26,66.01
2010-05-27,67.19
2010-05-28,66.84
2010-06-01,66.33
2010-06-02,67.77
2010-06-03,67.85
2010-06-04,66.7
2010-06-07,66.73
2010-06-08,68.37
2010-06-09,68.27
2010-06-10,69.35
2010-06-11,69.54
2010-06-14,69.35
2010-06-15,70.41
2010-06-16,70.29
2010-06-17,70.05
2010-06-18,69.88
2010-06-21,69.94
2010-06-22,68.64
2010-06-23,68.62
2010-06-24,67.75
2010-06-25,67.58
2010-06-28,67.32
2010-06-29,66.47
2010-06-30,65.86
2010-07-01,66.73
2010-07-02,66.15
2010-07-06,66.11
2010-07-07,67.33
2010-07-08,69.0201
2010-07-09,69.22
2010-07-12,69.94
2010-07-13,70.83
2010-07-14,70.9
2010-07-15,71.37
2010-07-16,69.94
2010-07-19,69.9
2010-07-20,70.88
2010-07-21,70.1
2010-07-22,71.38
2010-07-23,69.9
2010-07-26,70.84
2010-07-27,70.35
2010-07-28,69.77
2010-07-29,69.4
2010-07-30,69.73
2010-08-02,70.22
2010-08-03,70.45
2010-08-04,70.68
2010-08-05,70.44
2010-08-06,71.74
2010-08-09,72.93
2010-08-10,72.84
2010-08-11,71.62
2010-08-12,72.09
2010-08-13,71.92
2010-08-16,71.77
2010-08-17,73.22
2010-08-18,73.25
2010-08-19,72.99
2010-08-20,73.08
2010-08-23,73.35
2010-08-24,72.71
2010-08-25,73.21
2010-08-26,73.18
2010-08-27,73.95
2010-08-30,72.77
2010-08-31,73.01
2010-09-01,74.51
2010-09-02,75.02
2010-09-03,75.1
2010-09-07,75.8
2010-09-08,76.12
2010-09-09,74.36
2010-09-10,75.0
2010-09-13,74.55
2010-09-14,73.94
2010-09-15,74.72
2010-09-16,74.83
2010-09-17,74.28
2010-09-20,75.07
2010-09-21,75.51
2010-09-22,75.15
2010-09-23,74.64
2010-09-24,75.1
2010-09-27,74.81
2010-09-28,74.63
2010-09-29,74.43
2010-09-30,74.5
2010-10-01,74.93
2010-10-04,74.92
2010-10-05,75.78
2010-10-06,75.56
2010-10-07,75.85
2010-10-08,76.07
2010-10-11,75.62
2010-10-12,75.55
2010-10-13,75.73
2010-10-14,77.06
2010-10-15,77.49
2010-10-18,77.31
2010-10-19,77.02
2010-10-20,77.41
2010-10-21,78.45
2010-10-22,78.53
2010-10-25,78.72
2010-10-26,78.73
2010-10-27,77.46
2010-10-28,77.48
2010-10-29,77.77
2010-11-01,77.87
2010-11-02,78.35
2010-11-03,78.49
2010-11-04,79.18
2010-11-05,79.29
2010-11-08,79.29
2010-11-09,79.09
2010-11-10,79.48
2010-11-11,79.69
2010-11-12,78.85
2010-11-15,79.04
2010-11-16,77.43
2010-11-17,78.35
2010-11-18,79.01
2010-11-19,79.63
2010-11-22,79.5
2010-11-23,79.01
2010-11-24,79.47
2010-11-26,78.62
2010-11-29,78.27
2010-11-30,78.31
2010-12-01,79.29
2010-12-02,79.32
2010-12-03,79.75
2010-12-06,79.59
2010-12-07,80.32
2010-12-08,78.7199
2010-12-09,77.585
2010-12-10,77.5399
2010-12-13,77.12
2010-12-14,77.12
2010-12-15,76.99
2010-12-16,76.76
2010-12-17,76.81
2010-12-20,76.92
